rast_id,xmin,xmax,ymin,ymax
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3160000_N1690000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.93116157659233,-104.89537352249826,39.726302641741945,39.75393160351212
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3160000_N1680000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.93138410012865,-104.89561013770223,39.69885073806062,39.72647990651406
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3160000_N1670000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.93160644963761,-104.89584656778688,39.67139856644037,39.69902793523678
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3160000_N1660000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.93182862532333,-104.89608281296934,39.64394613323122,39.67157569603243
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3160000_N1650000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.93205062738954,-104.89631887346641,39.61649344478119,39.644123195251126
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3150000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.96629546592371,-104.93049295977397,39.78138301987684,39.80900086165129
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3150000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.96650440958675,-104.93071600661987,39.75393160351212,39.78154966874319
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3150000_N1690000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.9667131897141,-104.93093887882432,39.72647990651406,39.75409818885665
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3150000_N1680000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.96692180649768,-104.93116157659233,39.69902793523678,39.72664642834799
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3150000_N1670000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.96713026012911,-104.93138410012865,39.67157569603243,39.69919439357124
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3150000_N1660000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.96733855079971,-104.93160644963761,39.644123195251126,39.67174209087863
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3140000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.0018750889554,-104.96608635853278,39.78154966874319,39.80915681874389
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3140000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.00207010388482,-104.96629546592371,39.75409818885665,39.78170556640151
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3140000_N1690000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.00226496617958,-104.96650440958675,39.72664642834799,39.75425402709122
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3140000_N1680000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.00245967601882,-104.9667131897141,39.69919439357124,39.72680220716916
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3140000_N1670000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.0026542335814,-104.96692180649768,39.67174209087863,39.699350112989535
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3140000_N1660000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.00284863904587,-104.96713026012911,39.644289526620184,39.67189775090447
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3130000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.03745486480109,-105.00167992121195,39.78170556640151,39.809302020459896
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3130000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.03763595081746,-105.0018750889554,39.75425402709122,39.781850712782045
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3130000_N1690000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.03781689510052,-105.00207010388482,39.72680220716916,39.75439911814597
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3130000_N1680000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.03799769781658,-105.00226496617958,39.699350112989535,39.726947242907876
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3130000_N1670000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.03817835913173,-105.00245967601882,39.67189775090447,39.699495093421945
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3130000_N1660000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.03835887921177,-105.0026542335814,39.64444512726401,39.67204267604027
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3130000_N1650000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.03853925822227,-105.00284863904587,39.61699224841617,39.64458999711296
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3120000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.07303478254666,-105.0372736368848,39.781850712782045,39.80943646673431
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3120000_N1700000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.07320193948341,-105.03745486480109,39.75439911814597,39.78198510781974
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3120000_N1690000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.07336896558843,-105.03763595081746,39.726947242907876,39.754533461955944
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3120000_N1680000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.07353586101523,-105.03781689510052,39.699495093421945,39.72708153549918
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3120000_N1670000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.07370262591714,-105.03799769781658,39.67204267604027,39.69962933480355
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3120000_N1660000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.07386926044721,-105.03817835913173,39.64458999711296,39.6721768662212
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3120000_N1650000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.07403576475825,-105.03835887921177,39.61713706298798,39.6447241361022
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3120000_N1640000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.07420213900285,-105.03853925822227,39.58968388001128,39.61727115079455
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3110000_N1660000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.10937977190162,-105.07370262591714,39.6447241361022,39.67230032138718
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3110000_N1650000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.10953240136064,-105.07386926044721,39.61727115079455,39.6448475441717
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3110000_N1640000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.10968491159127,-105.07403576475825,39.58981791664416,39.617394511775885
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2020/DRCOG_2020_LULC_E3100000_N1650000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-105.14502915719137,-105.10937977190162,39.617394511775885,39.64496022126625
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2018/DRCOG_2018_LULC_E3250000_N1740000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.60946985221419,-104.50148402426683,39.86089808854592,39.940948965732986
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2018/DRCOG_2018_LULC_E3220000_N1740000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.71632843066394,-104.60846110538911,39.861753352015505,39.9417083519872
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2018/DRCOG_2018_LULC_E3220000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.71724940939103,-104.60946985221419,39.779403059769585,39.86251175578721
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2018/DRCOG_2018_LULC_E3190000_N1740000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.82318937678214,-104.7154406586928,39.86251175578721,39.94237075675671
/vsicurl/https://landcoverdata.blob.core.windows.net/drcog-lulc/2018/DRCOG_2018_LULC_E3190000_N1710000.tif?st=2025-09-30T18%3A57%3A44Z&se=2025-10-01T19%3A42%3A44Z&sp=rl&sv=2025-07-05&sr=c&skoid=9c8ff44a-6a2c-4dfb-b298-1c9212f64d9a&sktid=72f988bf-86f1-41af-91ab-2d7cd011db47&skt=2025-10-01T12%3A59%3A31Z&ske=2025-10-08T12%3A59%3A31Z&sks=b&skv=2025-07-05&sig=lk1Ev5yaSshrjdAGUUWEx3x9ZEUNIn2nvgalPj6%2BwIA%3D,-104.82398470835535,-104.71632843066394,39.78016044275463,39.86317340765141
